Processes,Size,Latency
2,4,0.14
3,4,0.32
4,4,0.25
5,4,0.45
6,4,0.62
7,4,0.83
8,4,1.23
9,4,1.70
10,4,1.83
11,4,1.90
12,4,2.14
13,4,2.20
14,4,2.28
15,4,2.44
16,4,2.88
17,4,3.11
18,4,3.22
19,4,3.37
20,4,3.57
21,4,3.70
22,4,3.83
23,4,3.99
24,4,4.38
25,4,4.14
26,4,4.20
27,4,4.39
28,4,4.57
29,4,4.79
30,4,4.86
31,4,5.11
32,4,5.62
33,4,6.52
34,4,6.57
35,4,6.89
36,4,7.26
37,4,7.09
38,4,7.17
39,4,7.33
40,4,7.47
41,4,7.44
42,4,7.50
43,4,7.71
44,4,8.17
45,4,8.19
46,4,8.33
47,4,8.60
48,4,8.91
49,4,8.72
50,4,9.00
51,4,9.02
52,4,9.30
53,4,9.43
54,4,9.61
55,4,9.93
56,4,10.09
57,4,10.18
58,4,10.33
59,4,10.77
60,4,10.97
61,4,11.03
62,4,11.23
63,4,11.48
64,4,11.56
65,4,10.83
66,4,11.45
67,4,11.89
68,4,12.34
69,4,12.58
70,4,12.69
71,4,12.82
72,4,13.22
73,4,13.37
74,4,13.81
75,4,13.82
76,4,14.32
77,4,14.40
78,4,14.58
79,4,14.47
80,4,15.14
81,4,15.17
82,4,15.42
83,4,15.62
84,4,15.94
85,4,16.32
86,4,16.45
87,4,16.53
88,4,16.94
89,4,16.87
90,4,17.48
91,4,17.62
92,4,18.04
93,4,18.23
94,4,18.44
95,4,18.19
96,4,18.63
97,4,18.63
98,4,19.17
99,4,19.19
100,4,19.58
101,4,19.89
102,4,20.13
103,4,19.92
104,4,20.69
105,4,20.52
106,4,20.82
107,4,20.84
108,4,21.41
109,4,21.40
110,4,21.86
111,4,21.62
112,4,22.23
113,4,21.98
114,4,22.49
115,4,22.64
116,4,22.80
117,4,22.89
118,4,23.19
119,4,23.38
120,4,23.93
121,4,23.80
122,4,23.93
123,4,24.13
124,4,24.41
125,4,24.47
126,4,24.71
127,4,24.02
128,4,24.37
129,4,24.56
130,4,25.10
131,4,25.39
132,4,25.94
133,4,26.46
134,4,26.94
135,4,27.17
136,4,27.53
137,4,28.10
138,4,28.37
139,4,28.53
140,4,29.23
141,4,29.52
142,4,29.79
143,4,29.98
144,4,30.44
145,4,30.62
146,4,31.48
147,4,31.91
148,4,31.54
149,4,31.52
150,4,31.91
151,4,32.03
152,4,32.64
153,4,32.45
154,4,33.10
155,4,33.39
156,4,33.80
157,4,33.73
158,4,33.90
159,4,33.99
160,4,34.14
161,4,34.09
162,4,34.41
163,4,34.73
164,4,35.22
165,4,35.09
166,4,35.60
167,4,35.39
168,4,35.96
169,4,36.80
170,4,36.19
171,4,36.23
172,4,37.19
173,4,37.22
174,4,38.30
175,4,37.59
176,4,37.78
177,4,38.13
178,4,38.00
179,4,38.56
180,4,38.99
181,4,39.31
182,4,39.93
183,4,40.10
184,4,40.41
185,4,40.46
186,4,40.84
187,4,41.34
188,4,41.74
189,4,42.11
190,4,42.09
191,4,42.14
192,4,41.99
193,4,42.28
194,4,42.36
195,4,42.78
196,4,43.89
197,4,43.39
198,4,43.23
199,4,43.88
200,4,45.52
201,4,43.79
202,4,43.90
203,4,44.52
204,4,45.07
205,4,45.15
206,4,45.11
207,4,45.57
208,4,47.23
209,4,45.99
210,4,45.58
211,4,47.15
212,4,46.66
213,4,46.70
214,4,46.61
215,4,47.25
216,4,49.02
217,4,49.02
218,4,47.51
219,4,47.95
220,4,48.25
221,4,48.34
222,4,48.63
223,4,49.60
224,4,48.75
225,4,48.72
226,4,49.84
227,4,49.14
228,4,49.33
229,4,49.53
230,4,49.50
231,4,50.70
232,4,50.33
233,4,50.13
234,4,50.17
235,4,50.62
236,4,51.14
237,4,50.99
238,4,52.64
239,4,51.70
240,4,51.87
241,4,51.21
242,4,51.79
243,4,52.19
244,4,52.28
245,4,51.93
246,4,53.13
247,4,52.94
248,4,54.06
249,4,52.61
250,4,52.09
251,4,52.49
252,4,52.87
253,4,51.91
254,4,52.74
255,4,51.57
256,4,26.91
