Processes,Size,Latency
2,4,0.15
3,4,0.27
4,4,0.17
5,4,0.34
6,4,0.36
7,4,0.50
8,4,0.82
9,4,1.23
10,4,1.28
11,4,1.25
12,4,1.27
13,4,1.24
14,4,1.24
15,4,1.30
16,4,1.17
17,4,1.71
18,4,1.72
19,4,1.82
20,4,1.77
21,4,1.85
22,4,1.82
23,4,1.87
24,4,1.86
25,4,1.83
26,4,1.81
27,4,1.89
28,4,1.87
29,4,1.86
30,4,1.90
31,4,1.92
32,4,1.79
33,4,2.48
34,4,2.50
35,4,2.51
36,4,2.46
37,4,2.45
38,4,2.49
39,4,2.53
40,4,2.55
41,4,2.53
42,4,2.53
43,4,2.51
44,4,2.51
45,4,2.52
46,4,2.54
47,4,2.64
48,4,2.68
49,4,2.64
50,4,2.60
51,4,2.60
52,4,2.58
53,4,2.59
54,4,2.60
55,4,2.63
56,4,2.62
57,4,2.61
58,4,3.40
59,4,2.58
60,4,2.61
61,4,2.61
62,4,2.63
63,4,2.76
64,4,2.26
65,4,1.91
66,4,2.03
67,4,1.97
68,4,2.21
69,4,2.17
70,4,2.20
71,4,2.21
72,4,2.43
73,4,2.33
74,4,2.47
75,4,2.48
76,4,2.50
77,4,2.55
78,4,2.57
79,4,2.55
80,4,2.73
81,4,2.78
82,4,2.97
83,4,2.79
84,4,2.97
85,4,3.02
86,4,3.08
87,4,2.96
88,4,3.01
89,4,3.04
90,4,3.23
91,4,3.30
92,4,2.98
93,4,3.31
94,4,3.06
95,4,2.98
96,4,3.11
97,4,3.31
98,4,3.45
99,4,3.52
100,4,3.39
101,4,3.35
102,4,3.38
103,4,3.60
104,4,3.52
105,4,3.71
106,4,3.58
107,4,3.82
108,4,3.66
109,4,3.87
110,4,3.80
111,4,3.70
112,4,3.62
113,4,3.68
114,4,3.82
115,4,3.84
116,4,3.83
117,4,3.91
118,4,3.89
119,4,3.86
120,4,3.82
121,4,4.13
122,4,3.96
123,4,3.82
124,4,3.75
125,4,4.00
126,4,3.63
127,4,3.58
128,4,3.70
129,4,2.60
130,4,2.63
131,4,2.60
132,4,2.94
133,4,2.84
134,4,2.86
135,4,2.87
136,4,3.50
137,4,3.66
138,4,3.48
139,4,3.52
140,4,3.61
141,4,3.46
142,4,3.46
143,4,3.07
144,4,3.59
145,4,3.65
146,4,3.66
147,4,3.66
148,4,3.51
149,4,3.72
150,4,3.69
151,4,3.88
152,4,3.96
153,4,3.94
154,4,4.02
155,4,4.12
156,4,4.38
157,4,4.46
158,4,4.79
159,4,5.30
160,4,5.81
161,4,5.54
162,4,6.08
163,4,6.48
164,4,6.88
165,4,7.16
166,4,7.27
167,4,7.40
168,4,7.34
169,4,7.73
170,4,7.61
171,4,7.81
172,4,7.45
173,4,7.65
174,4,7.46
175,4,7.33
176,4,6.06
177,4,6.19
178,4,6.25
179,4,6.49
180,4,6.38
181,4,11.52
182,4,6.36
183,4,6.66
184,4,6.44
185,4,6.70
186,4,6.93
187,4,7.14
188,4,7.27
189,4,7.37
190,4,7.59
191,4,7.57
192,4,7.58
193,4,7.92
194,4,8.29
195,4,8.27
196,4,8.62
197,4,8.76
198,4,9.28
199,4,9.27
200,4,9.52
201,4,9.70
202,4,10.20
203,4,9.99
204,4,10.33
205,4,10.54
206,4,10.58
207,4,10.57
208,4,10.54
209,4,10.79
210,4,11.05
211,4,10.92
212,4,11.37
213,4,11.47
214,4,11.80
215,4,11.51
216,4,11.62
217,4,11.63
218,4,11.73
219,4,11.67
220,4,11.68
221,4,11.24
222,4,11.38
223,4,10.98
224,4,10.56
225,4,11.07
226,4,11.18
227,4,11.45
228,4,11.73
229,4,11.95
230,4,12.18
231,4,12.30
232,4,12.46
233,4,12.69
234,4,12.66
235,4,13.06
236,4,13.31
237,4,13.40
238,4,13.79
239,4,13.69
240,4,13.87
241,4,13.99
242,4,14.48
243,4,14.69
244,4,14.90
245,4,15.10
246,4,15.47
247,4,15.74
248,4,16.06
249,4,16.24
250,4,16.47
251,4,16.92
252,4,17.15
253,4,17.32
254,4,17.95
255,4,18.22
256,4,5.60
