2, 4, 0.60
3, 4, 0.98
4, 4, 0.92
5, 4, 0.86
6, 4, 1.31
7, 4, 1.30
8, 4, 1.61
9, 4, 2.40
10, 4, 2.11
11, 4, 2.06
12, 4, 2.06
13, 4, 1.84
14, 4, 1.68
15, 4, 2.04
16, 4, 2.01
17, 4, 2.73
18, 4, 2.72
19, 4, 2.72
20, 4, 2.75
21, 4, 2.46
22, 4, 2.61
23, 4, 2.51
24, 4, 2.67
25, 4, 2.71
26, 4, 2.34
27, 4, 2.47
28, 4, 2.68
29, 4, 2.45
30, 4, 2.42
31, 4, 2.58
32, 4, 2.54
33, 4, 3.35
34, 4, 3.33
35, 4, 2.94
36, 4, 3.11
37, 4, 3.32
38, 4, 3.13
39, 4, 3.30
40, 4, 2.99
41, 4, 3.26
42, 4, 3.32
43, 4, 3.21
44, 4, 3.16
45, 4, 3.02
46, 4, 3.29
47, 4, 3.32
48, 4, 3.30
49, 4, 3.18
50, 4, 2.83
51, 4, 3.30
52, 4, 3.17
53, 4, 2.96
54, 4, 3.27
55, 4, 3.53
56, 4, 3.11
57, 4, 3.14
58, 4, 2.83
59, 4, 3.22
60, 4, 3.12
61, 4, 3.28
62, 4, 3.34
63, 4, 3.22
64, 4, 2.91
65, 4, 3.36
66, 4, 2.90
67, 4, 3.51
68, 4, 3.10
69, 4, 3.60
70, 4, 3.16
71, 4, 3.69
72, 4, 3.23
73, 4, 3.82
74, 4, 3.71
75, 4, 3.79
76, 4, 3.41
77, 4, 3.91
78, 4, 3.24
79, 4, 3.94
80, 4, 3.11
81, 4, 4.19
82, 4, 3.44
83, 4, 4.12
84, 4, 3.57
85, 4, 4.25
86, 4, 3.43
87, 4, 4.15
88, 4, 3.63
89, 4, 4.12
90, 4, 3.48
91, 4, 4.09
92, 4, 3.53
93, 4, 4.39
94, 4, 3.41
95, 4, 4.29
96, 4, 3.72
97, 4, 4.21
98, 4, 3.59
99, 4, 4.14
100, 4, 3.66
101, 4, 4.41
102, 4, 3.64
103, 4, 4.11
104, 4, 3.82
105, 4, 4.43
106, 4, 3.59
107, 4, 4.41
108, 4, 3.95
109, 4, 4.48
110, 4, 3.55
111, 4, 4.20
112, 4, 3.70
113, 4, 4.42
114, 4, 3.63
115, 4, 4.38
116, 4, 3.84
117, 4, 4.24
118, 4, 3.74
119, 4, 4.13
120, 4, 3.82
121, 4, 4.56
122, 4, 3.63
123, 4, 4.31
124, 4, 3.72
125, 4, 4.35
126, 4, 3.45
127, 4, 4.09
128, 4, 3.77
129, 4, 3.71
130, 4, 3.50
131, 4, 3.59
132, 4, 3.48
133, 4, 3.84
134, 4, 3.05
135, 4, 4.41
136, 4, 4.50
137, 4, 4.99
138, 4, 4.14
139, 4, 4.48
140, 4, 3.60
141, 4, 4.02
142, 4, 36.11
143, 4, 3.90
144, 4, 4.01
145, 4, 4.93
146, 4, 4.50
147, 4, 4.77
148, 4, 4.30
149, 4, 4.86
150, 4, 4.68
151, 4, 5.00
152, 4, 3.85
153, 4, 4.32
154, 4, 4.27
155, 4, 4.69
156, 4, 54.15
157, 4, 55.68
158, 4, 14.94
159, 4, 16.66
160, 4, 42.59
161, 4, 80.45
162, 4, 8.72
163, 4, 8.78
164, 4, 11.86
165, 4, 9.66
166, 4, 47.97
167, 4, 9.65
168, 4, 9.56
169, 4, 9.75
170, 4, 10.55
171, 4, 10.70
172, 4, 43.67
173, 4, 10.83
174, 4, 11.20
175, 4, 9.49
176, 4, 6.71
177, 4, 10.68
178, 4, 56.70
179, 4, 14.82
180, 4, 8.38
181, 4, 9.48
182, 4, 7.44
183, 4, 7.83
184, 4, 8.64
185, 4, 7.62
186, 4, 6.91
187, 4, 9.13
188, 4, 24.07
189, 4, 9.64
190, 4, 7.27
191, 4, 9.19
192, 4, 8.73
193, 4, 13.35
194, 4, 9.12
195, 4, 9.24
196, 4, 8.89
197, 4, 9.47
198, 4, 10.28
199, 4, 9.67
200, 4, 9.54
201, 4, 12.00
202, 4, 11.02
203, 4, 10.36
204, 4, 15.92
205, 4, 14.24
206, 4, 12.10
207, 4, 15.10
208, 4, 11.27
209, 4, 10.93
210, 4, 12.57
211, 4, 11.11
212, 4, 12.42
213, 4, 18.85
214, 4, 13.59
215, 4, 13.12
216, 4, 11.74
217, 4, 17.20
218, 4, 13.14
219, 4, 16.10
220, 4, 13.38
221, 4, 11.10
222, 4, 12.97
223, 4, 10.69
224, 4, 15.45
225, 4, 13.27
226, 4, 12.94
227, 4, 10.50
228, 4, 11.23
229, 4, 14.68
230, 4, 33.35
231, 4, 11.56
232, 4, 12.77
233, 4, 13.18
234, 4, 14.77
235, 4, 12.17
236, 4, 12.71
237, 4, 19.43
238, 4, 15.25
239, 4, 17.16
240, 4, 13.35
241, 4, 17.49
242, 4, 13.63
243, 4, 14.22
244, 4, 13.94
245, 4, 15.91
246, 4, 15.18
247, 4, 15.43
248, 4, 15.51
249, 4, 17.15
250, 4, 16.15
251, 4, 22.96
252, 4, 17.09
253, 4, 17.59
254, 4, 17.72
255, 4, 19.45
256, 4, 30.82
